SubjID,partID,block,trial,file1,filedur,loadtime,status,response,rt
163603aef77c4f,bad_value,1,illegal_key,99,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/st6_dur2,404,545,OK,pondis,1305
163603aef77c4f,bad_value,1,illegal_key,100,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_st5,398,370,OK,pondís,982
163603aef77c4f,bad_value,1,illegal_key,101,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/st2_dur1,400,305,OK,pondis,1243
163603aef77c4f,bad_value,1,illegal_key,102,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F2_st3,398,1500,OK,pondís,806
163603aef77c4f,bad_value,1,illegal_key,103,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur5,410,320,OK,pondís,989
163603aef77c4f,bad_value,1,illegal_key,104,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/st5_dur4,413,530,OK,pondis,1040
163603aef77c4f,bad_value,1,illegal_key,105,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F2_dur6,407,515,OK,pondís,840
163603aef77c4f,bad_value,1,illegal_key,106,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/st6_dur3,409,170,OK,pondis,859
163603aef77c4f,bad_value,1,illegal_key,107,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F3_st2,398,1615,OK,pondis,1171
1636d8d932ce70,0,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur4,406,200,OK,COMbine,1708
1636d8db4a27b3,0,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur4,406,15,OK,COMbine,1639
1636d8dc9a46fe,0,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur4,406,15,OK,COMbine,1584
1636d8dd835e9c,0,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur2,397,145,OK,conVERT,1030
1636d8dd835e9c,0,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur1,393,20,OK,CONvict,846
1636d902de8df8,0,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur3,402,190,OK,ponDISS,1571
1636d902de8df8,0,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur1,393,20,OK,ponDISS,737
1636d902de8df8,0,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur4,406,15,OK,PONdiss,678
1636d902de8df8,0,1,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur5,410,15,OK,PONdiss,724
1636d902de8df8,0,1,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur2,397,15,OK,PONdiss,673
1636d902de8df8,0,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur5,410,190,unallowed_response,ponDISS,6894
1636d902de8df8,0,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur3,402,20,OK,ponDISS,1243
1636d902de8df8,0,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur1,393,20,OK,ponDISS,1396
1636d902de8df8,0,1,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur2,397,20,OK,PONdiss,1608
1636d902de8df8,0,1,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur4,406,20,OK,PONdiss,624
1636d902de8df8,0,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur2,397,265,OK,ponDISS,1426
1636d902de8df8,0,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur5,410,20,OK,ponDISS,744
1636d902de8df8,0,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur1,393,15,OK,PONdiss,615
1636d96a3135c3,bad_value,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur2,397,160,OK,ponDISS,1391
1636d96a3135c3,bad_value,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur3,402,15,OK,ponDISS,670
1636d96c959ecb,bad_value,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur3,402,215,OK,ponDISS,1327
1636d96c959ecb,bad_value,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur5,410,10,OK,PONdiss,639
1636d96c959ecb,bad_value,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur2,397,10,OK,ponDISS,488
1636d96c959ecb,bad_value,1,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur1,393,20,OK,PONdiss,559
1636d96c959ecb,bad_value,1,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur4,406,20,OK,ponDISS,625
1636d96c959ecb,bad_value,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur4,406,175,OK,PONdiss,2458
1636d96c959ecb,bad_value,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur1,393,20,OK,PONdiss,961
1636d96c959ecb,bad_value,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur2,397,15,OK,PONdiss,680
1636d96c959ecb,bad_value,1,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur5,410,20,OK,PONdiss,322
1636d96c959ecb,bad_value,1,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur3,402,15,OK,PONdiss,311
1636d98081a270,bad_value,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur3,402,175,OK,conTRACT,1412
1636d98081a270,bad_value,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur1,393,20,OK,CONvict,618
1636d98081a270,bad_value,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur4,406,20,OK,COMbine,858
1636d98081a270,bad_value,1,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur1,393,20,OK,CONvict,875
1636d98081a270,bad_value,1,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur4,406,15,OK,COMbine,582
1636d98081a270,bad_value,1,illegal_key,5,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur3,402,15,OK,CONtract,541
1636d98081a270,bad_value,1,illegal_key,6,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur2,397,160,OK,CONvert,590
1636d98081a270,bad_value,1,illegal_key,7,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur2,397,10,OK,conVERT,537
1636d98dd3a2e2,bad_value,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur4,406,175,OK,PONdiss,1691
1636d98dd3a2e2,bad_value,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur1,393,20,OK,ponDISS,748
1636d98dd3a2e2,bad_value,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur2,397,15,OK,ponDISS,632
1637675b100bb0,897235,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur1,393,375,OK,conVICT,1327
1637675b100bb0,897235,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur4,406,145,OK,comBINE,430
1637675b100bb0,897235,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur1,393,10,OK,conVICT,875
1637675b100bb0,897235,1,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur4,406,15,OK,comBINE,866
1637675b100bb0,897235,1,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur2,397,155,OK,CONvert,352
1637675b100bb0,897235,1,illegal_key,5,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur3,402,355,early_response,CONtract,1269
1637675b100bb0,897235,1,illegal_key,6,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur3,402,20,OK,conTRACT,988
1637675b100bb0,897235,1,illegal_key,7,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur2,397,10,OK,conVERT,1105
1637676f0bd413,897235,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur2,397,295,OK,CONvert,1938
1637676f0bd413,897235,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur3,402,15,OK,CONtract,1289
1637676f0bd413,897235,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur2,397,15,OK,conVERT,1108
1637676f0bd413,897235,1,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur4,406,25,OK,COMbine,924
1637676f0bd413,897235,1,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur1,393,25,OK,CONvict,1155
1637676f0bd413,897235,1,illegal_key,5,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur4,406,15,OK,COMbine,975
1637676f0bd413,897235,1,illegal_key,6,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur3,402,15,OK,conTRACT,958
1637676f0bd413,897235,1,illegal_key,7,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur1,393,15,OK,CONvict,1058
16376775ddea90,897235,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur2,397,130,OK,CONvert,1600
16376775ddea90,897235,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur3,402,20,OK,CONtract,1021
16376775ddea90,897235,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur4,406,20,OK,COMbine,1224
16376775ddea90,897235,1,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur1,393,20,OK,CONvict,953
16376775ddea90,897235,1,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur2,397,15,OK,CONvert,920
16376775ddea90,897235,1,illegal_key,5,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur3,402,15,OK,CONtract,1022
16376775ddea90,897235,1,illegal_key,6,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur1,393,15,OK,CONvict,964
16376775ddea90,897235,1,illegal_key,7,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur4,406,15,OK,COMbine,995
16376775ddea90,897235,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur5,410,230,OK,ponDISS,1280
16376775ddea90,897235,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur1,393,15,OK,PONdiss,1033
16376775ddea90,897235,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur2,397,15,OK,ponDISS,1066
16376775ddea90,897235,1,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur3,402,20,OK,PONdiss,1136
16376775ddea90,897235,1,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur4,406,20,OK,ponDISS,940
16376775ddea90,897235,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur5,410,15,OK,ponDISS,1329
16376775ddea90,897235,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur4,406,15,OK,PONdiss,548
16376775ddea90,897235,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur1,393,15,OK,ponDISS,670
16376775ddea90,897235,1,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur3,402,15,OK,PONdiss,679
16376775ddea90,897235,1,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur2,397,15,OK,ponDISS,1054
16376775ddea90,897235,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur2,397,15,OK,ponDISS,1116
16376775ddea90,897235,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur4,406,15,OK,PONdiss,555
16376775ddea90,897235,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur1,393,15,OK,ponDISS,643
16376775ddea90,897235,1,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur5,410,10,OK,PONdiss,728
16376775ddea90,897235,1,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur3,402,10,OK,ponDISS,613
16377b98b2b733,897235,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONvert,838,515,OK,CONvert,3456
16377b98b2b733,897235,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONtract,971,395,early_response,CONtract,2038
16377b98b2b733,897235,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/comBINE,972,140,OK,comBINE,1532
16377b98b2b733,897235,1,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conVICT,858,250,OK,conVICT,1236
16377b98b2b733,897235,1,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conTRACT,872,125,OK,conTRACT,1234
16377b98b2b733,897235,1,illegal_key,5,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_COMbine,911,115,OK,COMbine,1251
16377b98b2b733,897235,1,illegal_key,6,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONvict,946,245,OK,CONvict,1253
16377b98b2b733,897235,1,illegal_key,7,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conVERT,960,360,OK,conVERT,1348
16377b98b2b733,897235,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur5,410,15,OK,PONdiss,1786
16377b98b2b733,897235,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur4,406,20,OK,PONdiss,1246
16377b98b2b733,897235,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur2,397,15,OK,ponDISS,1555
16377b98b2b733,897235,1,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur1,393,25,OK,ponDISS,1179
16377b98b2b733,897235,1,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/span_perception_stimuli/F1_dur3,402,20,OK,ponDISS,934
16385078f5ac3f,0,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONtract,971,450,OK,CONtract,1703
16385078f5ac3f,0,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conVERT,960,185,OK,conVERT,2019
16385078f5ac3f,0,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/comBINE,972,180,OK,comBINE,2108
16385078f5ac3f,0,1,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conTRACT,872,200,OK,conTRACT,1402
16385078f5ac3f,0,1,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conVICT,858,200,OK,conVICT,1732
16385078f5ac3f,0,1,illegal_key,5,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONvert,838,195,OK,CONvert,1419
16385078f5ac3f,0,1,illegal_key,6,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONvict,946,185,OK,CONvict,1154
16385078f5ac3f,0,1,illegal_key,7,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_COMbine,911,200,OK,COMbine,2342
16385093f2e924,897235,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conVICT,858,30,OK,conVICT,2216
16385093f2e924,897235,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONtract,971,25,OK,CONtract,1894
16385094aa4e35,897235,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conVERT,960,20,OK,conVERT,1818
16385094aa4e35,897235,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_COMbine,911,20,OK,blob,1818
16385094aa4e35,897235,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONvict,946,25,OK,CONvict,1702
1638509af8d371,897235,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONvert,838,25,OK,blob,1719
1638509af8d371,897235,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conTRACT,872,20,OK,blob,1748
1638509af8d371,897235,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conVICT,858,20,OK,blob,2127
1638509af8d371,897235,1,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_COMbine,911,20,OK,blob,1628
163850a4b7c4e6,897235,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conTRACT,872,25,OK,conTRACT,1978
16385162e3ea55,0,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_COMbine,911,265,OK,COMbine,2386
16385162e3ea55,0,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conVERT,960,90,incorrect_response,CONvert,625
16385162e3ea55,0,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONtract,971,80,OK,CONtract,2583
16385162e3ea55,0,1,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/comBINE,972,100,OK,comBINE,1927
16385162e3ea55,0,1,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conVICT,858,95,incorrect_response,CONvict,660
16385162e3ea55,0,1,illegal_key,5,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONvert,838,80,incorrect_response,conVERT,1393
163852a84e0e71,0,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONvert,838,240,OK,CONvert,478
163855a2a0c3e0,0,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conVERT,960,45,incorrect_response,CONvert,4583
163855a2a0c3e0,0,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/comBINE,972,5,incorrect_response,COMbine,2222
163855a2a0c3e0,0,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_COMbine,911,10,OK,COMbine,1587
163855a2a0c3e0,0,1,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONtract,971,5,incorrect_response,conTRACT,876
163855a2a0c3e0,0,1,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conTRACT,872,10,slow_response,conTRACT,69447
163855a2a0c3e0,0,1,illegal_key,5,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conVICT,858,15,OK,conVICT,15779
163855a2a0c3e0,0,1,illegal_key,6,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONvict,946,5,incorrect_response,conVICT,4347
163855b7e218ed,0,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conVERT,960,55,incorrect_response,CONvert,18263
163855b7e218ed,0,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONvict,946,10,incorrect_response,conVICT,21374
163855b7e218ed,0,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conTRACT,872,10,OK,conTRACT,4338
163855b7e218ed,0,1,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/comBINE,972,10,incorrect_response,COMbine,2763
163855b7e218ed,0,1,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_COMbine,911,10,OK,COMbine,7006
163855b7e218ed,0,1,illegal_key,5,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conVICT,858,10,unallowed_response,conVICT,15469
163855b7e218ed,0,1,illegal_key,6,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONvert,838,10,OK,CONvert,5910
163855e25bb6d2,0,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONtract,971,235,OK,CONtract,255
163856c1522514,0,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONtract,971,15,OK,CONtract,1395
163856c1522514,0,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONvert,838,15,OK,CONvert,950
16386437c03017,0,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conVERT,960,220,OK,conVERT,2467
16386449de076a,0,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conVERT,960,200,OK,conVERT,2323
16386449de076a,0,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONvert,838,15,incorrect_response,conVERT,1313
16386449de076a,0,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONtract,971,15,OK,CONtract,2586
1638645bad3729,0,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/comBINE,972,215,OK,comBINE,2122
1638645bad3729,0,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conVERT,960,20,incorrect_response,CONvert,2070
1638645bad3729,0,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conVICT,858,20,OK,conVICT,2023
1638645bad3729,0,1,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conTRACT,872,20,incorrect_response,CONtract,1398
1638645bad3729,0,1,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONvict,946,25,OK,CONvict,1447
1638646a0554a1,0,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/comBINE,972,250,incorrect_response,COMbine,3901
1638646a0554a1,0,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONvert,838,20,OK,CONvert,1331
1638646a0554a1,0,1,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conVERT,960,20,OK,conVERT,1481
1638646a0554a1,0,1,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONvict,946,20,incorrect_response,conVICT,5416
1638646a0554a1,0,1,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/conTRACT,872,20,slow_response,conTRACT,5803
1638647e8eb36b,0,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_CONtract,971,205,OK,CONtract,1730
1638647e8eb36b,0,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_COMbine,911,20,incorrect_response,comBINE,1699
163864dbaef150,0,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_COMbine,911,195,OK,COMbine,2253
1638650a50870f,0,1,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/_COMbine,911,235,incorrect_response,comBINE,1556
1638650a50870f,0,1,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/eng_perception_stimuli/comBINE,972,15,incorrect_response,COMbine,1705
