SubjID,partID,block,trial,file1,filedur,loadtime,status,response,rt
263f4a28da84f9,ala054,2,illegal_key,48,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur1,478,30,OK,PONdiss,1169
263f4a28da84f9,ala054,2,illegal_key,49,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st5,425,35,OK,ponDISS,946
263f4a28da84f9,ala054,2,illegal_key,50,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur2,456,35,OK,PONdiss,2235
263f4a28da84f9,ala054,2,illegal_key,51,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur4,411,25,OK,ponDISS,1241
263f4a28da84f9,ala054,2,illegal_key,52,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur1,474,40,OK,PONdiss,1388
263f4a28da84f9,ala054,2,illegal_key,53,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st3,414,35,OK,ponDISS,1303
263f4a28da84f9,ala054,2,illegal_key,54,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur2,463,35,OK,PONdiss,982
263f4a28da84f9,ala054,2,illegal_key,55,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st1,422,35,OK,PONdiss,2367
263f4a28da84f9,ala054,2,illegal_key,56,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st1,425,35,OK,PONdiss,2277
263f4a28da84f9,ala054,2,illegal_key,57,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st5,414,35,OK,ponDISS,1103
263f4a28da84f9,ala054,2,illegal_key,58,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur5,396,25,OK,ponDISS,690
263f4a28da84f9,ala054,2,illegal_key,59,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st5,438,40,OK,ponDISS,636
263f4a28da84f9,ala054,2,illegal_key,60,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st3,438,35,OK,ponDISS,483
263f4a28da84f9,ala054,2,illegal_key,61,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st4,418,30,OK,ponDISS,530
263f4a28da84f9,ala054,2,illegal_key,62,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st2,438,30,OK,ponDISS,505
263f4a28da84f9,ala054,2,illegal_key,63,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur5,393,30,OK,ponDISS,400
263f4a28da84f9,ala054,2,illegal_key,64,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur3,453,35,OK,PONdiss,1571
263f4a28da84f9,ala054,2,illegal_key,65,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur2,456,40,OK,PONdiss,1030
263f4a28da84f9,ala054,2,illegal_key,66,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur5,389,35,OK,ponDISS,703
263f4a28da84f9,ala054,2,illegal_key,67,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur4,411,35,OK,ponDISS,644
263f4a28da84f9,ala054,2,illegal_key,68,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur2,456,30,OK,PONdiss,1182
263f4a28da84f9,ala054,2,illegal_key,69,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st2,425,35,OK,ponDISS,2347
263f4a28da84f9,ala054,2,illegal_key,70,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur1,478,30,OK,PONdiss,773
263f4a28da84f9,ala054,2,illegal_key,71,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur5,408,30,OK,ponDISS,1207
263f4a28da84f9,ala054,2,illegal_key,72,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st3,422,35,OK,ponDISS,2064
263f4a28da84f9,ala054,2,illegal_key,73,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st2,422,30,OK,PONdiss,1005
263f4a28da84f9,ala054,2,illegal_key,74,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st1,438,30,OK,ponDISS,720
263f4a28da84f9,ala054,2,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur3,434,40,OK,PONdiss,1743
263f4a28da84f9,ala054,2,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur4,418,35,OK,ponDISS,1587
263f4a28da84f9,ala054,2,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur5,389,30,OK,ponDISS,896
263f4a28da84f9,ala054,2,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur4,411,30,OK,PONdiss,1438
263f4a28da84f9,ala054,2,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur5,389,30,OK,ponDISS,1243
263f4a28da84f9,ala054,2,illegal_key,5,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur2,451,35,OK,PONdiss,689
263f4a28da84f9,ala054,2,illegal_key,6,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st5,414,30,OK,ponDISS,515
263f4a28da84f9,ala054,2,illegal_key,7,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur4,411,35,OK,ponDISS,980
263f4a28da84f9,ala054,2,illegal_key,8,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur1,482,30,OK,PONdiss,749
263f4a28da84f9,ala054,2,illegal_key,9,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur5,389,35,OK,ponDISS,585
263f4a28da84f9,ala054,2,illegal_key,10,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur4,431,30,OK,ponDISS,1669
263f4a28da84f9,ala054,2,illegal_key,11,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur2,456,25,OK,PONdiss,805
263f4a28da84f9,ala054,2,illegal_key,12,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur1,498,30,OK,PONdiss,1062
263f4a28da84f9,ala054,2,illegal_key,13,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st5,418,30,OK,ponDISS,849
263f4a28da84f9,ala054,2,illegal_key,14,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur3,434,40,OK,PONdiss,1001
263f4a28da84f9,ala054,2,illegal_key,15,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur3,434,40,OK,ponDISS,1184
263f4a28da84f9,ala054,2,illegal_key,16,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur1,478,25,OK,PONdiss,996
263f4a28da84f9,ala054,2,illegal_key,17,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur3,434,30,OK,ponDISS,1634
263f4a28da84f9,ala054,2,illegal_key,18,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur5,393,35,OK,ponDISS,1141
263f4a28da84f9,ala054,2,illegal_key,19,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st5,422,30,OK,ponDISS,960
263f4a28da84f9,ala054,2,illegal_key,20,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st3,425,35,OK,ponDISS,1201
263f4a28da84f9,ala054,2,illegal_key,21,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st3,438,40,OK,PONdiss,1384
263f4a28da84f9,ala054,2,illegal_key,22,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st1,425,30,OK,PONdiss,960
263f4a28da84f9,ala054,2,illegal_key,23,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st3,422,35,OK,PONdiss,2829
263f4a28da84f9,ala054,2,illegal_key,24,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur4,415,30,OK,PONdiss,2046
263f4a28da84f9,ala054,2,illegal_key,25,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st2,425,35,OK,PONdiss,1982
263f4a28da84f9,ala054,2,illegal_key,26,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st1,414,30,OK,PONdiss,1470
263f4a28da84f9,ala054,2,illegal_key,27,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur3,434,35,OK,PONdiss,579
263f4a28da84f9,ala054,2,illegal_key,28,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur4,407,35,OK,PONdiss,824
263f4a28da84f9,ala054,2,illegal_key,29,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur4,411,45,OK,PONdiss,598
263f4a28da84f9,ala054,2,illegal_key,30,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur3,441,35,OK,PONdiss,2129
263f4a28da84f9,ala054,2,illegal_key,31,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur2,456,35,OK,ponDISS,604
263f4a28da84f9,ala054,2,illegal_key,32,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur1,474,40,OK,ponDISS,871
263f4a28da84f9,ala054,2,illegal_key,33,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st5,425,30,OK,ponDISS,883
263f4a28da84f9,ala054,2,illegal_key,34,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st3,418,40,OK,ponDISS,563
263f4a28da84f9,ala054,2,illegal_key,35,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur1,478,30,OK,ponDISS,385
263f4a28da84f9,ala054,2,illegal_key,36,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st1,438,25,OK,ponDISS,805
263f4a28da84f9,ala054,2,illegal_key,37,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur1,485,35,OK,ponDISS,942
263f4a28da84f9,ala054,2,illegal_key,38,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur1,478,25,OK,PONdiss,1251
263f4a28da84f9,ala054,2,illegal_key,39,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur5,408,50,OK,ponDISS,736
263f4a28da84f9,ala054,2,illegal_key,40,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur5,389,30,OK,ponDISS,576
263f4a28da84f9,ala054,2,illegal_key,41,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur4,411,30,OK,ponDISS,508
263f4a28da84f9,ala054,2,illegal_key,42,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st4,414,40,OK,ponDISS,537
263f4a28da84f9,ala054,2,illegal_key,43,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st4,425,30,OK,ponDISS,854
263f4a28da84f9,ala054,2,illegal_key,44,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur2,463,35,OK,PONdiss,933
263f4a28da84f9,ala054,2,illegal_key,45,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st4,438,30,OK,ponDISS,933
263f4a28da84f9,ala054,2,illegal_key,46,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st1,422,30,OK,PONdiss,866
263f4a28da84f9,ala054,2,illegal_key,47,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur5,384,35,OK,PONdiss,1090
263f4a28da84f9,ala054,2,illegal_key,48,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur5,396,30,OK,PONdiss,1042
263f4a28da84f9,ala054,2,illegal_key,49,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st2,438,25,OK,PONdiss,1962
263f4a28da84f9,ala054,2,illegal_key,50,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur3,434,30,OK,PONdiss,2133
263f4a28da84f9,ala054,2,illegal_key,51,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st4,422,30,OK,ponDISS,928
263f4a28da84f9,ala054,2,illegal_key,52,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur4,411,30,OK,PONdiss,1604
263f4a28da84f9,ala054,2,illegal_key,53,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st2,414,30,OK,PONdiss,782
263f4a28da84f9,ala054,2,illegal_key,54,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur4,411,35,OK,PONdiss,952
263f4a28da84f9,ala054,2,illegal_key,55,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur3,453,35,OK,ponDISS,967
263f4a28da84f9,ala054,2,illegal_key,56,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st2,418,35,OK,PONdiss,1030
263f4a28da84f9,ala054,2,illegal_key,57,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur1,478,35,OK,PONdiss,2040
263f4a28da84f9,ala054,2,illegal_key,58,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur3,429,30,OK,PONdiss,1556
263f4a28da84f9,ala054,2,illegal_key,59,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur2,460,30,OK,PONdiss,1817
263f4a28da84f9,ala054,2,illegal_key,60,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur1,478,40,OK,PONdiss,1206
263f4a28da84f9,ala054,2,illegal_key,61,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur5,389,30,OK,ponDISS,1153
263f4a28da84f9,ala054,2,illegal_key,62,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st4,418,25,OK,PONdiss,3005
263f4a28da84f9,ala054,2,illegal_key,63,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur2,456,35,OK,PONdiss,1557
263f4a28da84f9,ala054,2,illegal_key,64,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur2,475,35,OK,PONdiss,1706
263f4a28da84f9,ala054,2,illegal_key,65,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur2,456,35,OK,ponDISS,2760
263f4a28da84f9,ala054,2,illegal_key,66,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur2,456,35,OK,PONdiss,1676
263f4a28da84f9,ala054,2,illegal_key,67,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur1,478,30,OK,ponDISS,938
263f4a28da84f9,ala054,2,illegal_key,68,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st3,414,30,OK,ponDISS,746
263f4a28da84f9,ala054,2,illegal_key,69,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st2,422,35,OK,ponDISS,600
263f4a28da84f9,ala054,2,illegal_key,70,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur5,389,35,OK,ponDISS,570
263f4a28da84f9,ala054,2,illegal_key,71,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur3,438,30,OK,PONdiss,1820
263f4a28da84f9,ala054,2,illegal_key,72,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st1,418,30,OK,PONdiss,1661
263f4a28da84f9,ala054,2,illegal_key,73,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur2,456,35,OK,PONdiss,1172
263f4a28da84f9,ala054,2,illegal_key,74,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st5,438,30,OK,ponDISS,1079
263f4a6366d726,bad_value,2,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress0_2,559,680,slow_response,CONvict,11845
263f4a6366d726,bad_value,2,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress1_1,450,810,OK,conVICT,1598
263f4a6366d726,bad_value,2,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress1_2,429,615,OK,conVICT,1513
263f4a6366d726,bad_value,2,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress0_1,538,1180,OK,CONvict,1025
263f4a6366d726,bad_value,2,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress1_2,429,10,OK,conVICT,1447
263f4a6366d726,bad_value,2,illegal_key,5,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress0_1,538,5,OK,CONvict,1104
263f4a6366d726,bad_value,2,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st5,438,365,OK,PONdiss,1977
263f4a6366d726,bad_value,2,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur2,460,705,slow_response,PONdiss,4890
263f4a6366d726,bad_value,2,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur5,389,315,OK,PONdiss,1467
263f4a6366d726,bad_value,2,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st3,418,2050,OK,PONdiss,2540
263f4a6366d726,bad_value,2,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur2,456,315,OK,PONdiss,1234
263f4a6366d726,bad_value,2,illegal_key,5,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur4,431,2160,OK,PONdiss,2660
263f4a6366d726,bad_value,2,illegal_key,6,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur4,411,820,early_response,PONdiss,2338
263f4a6366d726,bad_value,2,illegal_key,7,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur1,498,430,OK,PONdiss,1553
263f4a6366d726,bad_value,2,illegal_key,8,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st4,422,330,OK,PONdiss,1024
263f4a6366d726,bad_value,2,illegal_key,9,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur4,415,310,OK,PONdiss,1130
263f4a6366d726,bad_value,2,illegal_key,10,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur2,456,340,OK,ponDISS,2245
263f4a6366d726,bad_value,2,illegal_key,11,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st1,422,320,OK,PONdiss,1568
263f4a6366d726,bad_value,2,illegal_key,12,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur5,389,300,OK,ponDISS,1655
263f4a6366d726,bad_value,2,illegal_key,13,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur3,434,310,OK,PONdiss,1037
263f5026230907,rrr070,2,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress0_1,538,120,OK,CONvict,3935
263f5026230907,rrr070,2,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress1_1,450,65,OK,conVICT,1733
263f5026230907,rrr070,2,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress1_2,429,50,OK,conVICT,1105
263f5026230907,rrr070,2,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress1_2,429,40,OK,conVICT,1436
263f5026230907,rrr070,2,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress0_2,559,50,OK,CONvict,918
263f5026230907,rrr070,2,illegal_key,5,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/practice_2AFC/convict_stress0_1,538,30,OK,CONvict,813
263f5026230907,rrr070,2,illegal_key,0,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur1,478,40,OK,PONdiss,2613
263f5026230907,rrr070,2,illegal_key,1,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur5,389,45,OK,PONdiss,1219
263f5026230907,rrr070,2,illegal_key,2,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur3,434,45,OK,PONdiss,1378
263f5026230907,rrr070,2,illegal_key,3,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur2,456,55,OK,PONdiss,1001
263f5026230907,rrr070,2,illegal_key,4,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur3,434,60,OK,PONdiss,719
263f5026230907,rrr070,2,illegal_key,5,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur2,456,50,OK,PONdiss,709
263f5026230907,rrr070,2,illegal_key,6,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st2,438,50,OK,PONdiss,670
263f5026230907,rrr070,2,illegal_key,7,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur5,389,55,OK,PONdiss,574
263f5026230907,rrr070,2,illegal_key,8,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur3,434,70,OK,PONdiss,912
263f5026230907,rrr070,2,illegal_key,9,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur1,498,45,OK,PONdiss,727
263f5026230907,rrr070,2,illegal_key,10,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_dur4,411,50,OK,PONdiss,955
263f5026230907,rrr070,2,illegal_key,11,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_st4,422,55,OK,PONdiss,502
263f5026230907,rrr070,2,illegal_key,12,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur5,408,60,OK,PONdiss,407
263f5026230907,rrr070,2,illegal_key,13,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur2,456,65,OK,PONdiss,725
263f5026230907,rrr070,2,illegal_key,14,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st1,414,60,OK,PONdiss,649
263f5026230907,rrr070,2,illegal_key,15,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur5,384,50,OK,PONdiss,492
263f5026230907,rrr070,2,illegal_key,16,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur1,478,55,OK,PONdiss,536
263f5026230907,rrr070,2,illegal_key,17,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st2,414,50,OK,PONdiss,586
263f5026230907,rrr070,2,illegal_key,18,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur5,396,55,OK,PONdiss,541
263f5026230907,rrr070,2,illegal_key,19,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur5,389,60,OK,PONdiss,537
263f5026230907,rrr070,2,illegal_key,20,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur4,411,50,OK,PONdiss,633
263f5026230907,rrr070,2,illegal_key,21,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st3,418,60,OK,PONdiss,566
263f5026230907,rrr070,2,illegal_key,22,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st3_dur1,478,60,OK,PONdiss,634
263f5026230907,rrr070,2,illegal_key,23,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st1,438,60,OK,PONdiss,653
263f5026230907,rrr070,2,illegal_key,24,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur2,456,50,OK,PONdiss,531
263f5026230907,rrr070,2,illegal_key,25,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st4_dur5,389,40,OK,PONdiss,518
263f5026230907,rrr070,2,illegal_key,26,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_st5,414,60,OK,PONdiss,718
263f5026230907,rrr070,2,illegal_key,27,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur2,456,60,OK,PONdiss,627
263f5026230907,rrr070,2,illegal_key,28,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur3,441,50,OK,PONdiss,544
263f5026230907,rrr070,2,illegal_key,29,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_dur1,485,60,OK,PONdiss,488
263f5026230907,rrr070,2,illegal_key,30,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_st5,438,60,OK,PONdiss,804
263f5026230907,rrr070,2,illegal_key,31,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur1,478,55,OK,PONdiss,597
263f5026230907,rrr070,2,illegal_key,32,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F2_dur4,431,60,OK,PONdiss,561
263f5026230907,rrr070,2,illegal_key,33,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F1_st2,425,55,OK,PONdiss,502
263f5026230907,rrr070,2,illegal_key,34,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur5,393,50,OK,PONdiss,1283
263f5026230907,rrr070,2,illegal_key,35,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st5_dur2,456,45,OK,PONdiss,815
263f5026230907,rrr070,2,illegal_key,36,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F3_st5,418,65,OK,PONdiss,834
263f5026230907,rrr070,2,illegal_key,37,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur4,415,45,OK,PONdiss,530
263f5026230907,rrr070,2,illegal_key,38,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur1,478,50,OK,PONdiss,639
263f5026230907,rrr070,2,illegal_key,39,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur2,460,55,OK,PONdiss,1172
263f5026230907,rrr070,2,illegal_key,40,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st1_dur3,434,75,OK,PONdiss,563
263f5026230907,rrr070,2,illegal_key,41,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F4_dur1,474,50,OK,PONdiss,766
263f5026230907,rrr070,2,illegal_key,42,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/st2_dur4,411,50,OK,PONdiss,788
263f5026230907,rrr070,2,illegal_key,43,https://d3uxfe7dw0hhy7.cloudfront.net/annie-helms/new_english/F5_dur3,438,55,OK,PONdiss,608
